run_key,rep,qid,layer,lane,pro_signal,persona,lang,intent,reasoning_mode_sent,chat_mode_sent,request_id,ts_utc,t_first_event_s,t_first_stage_s,ttft_first_delta_s,_ttft_content_s,total_s,delta_events,frame_count,max_gap_s,db_model,db_model_tier,db_ai_reasoning_mode,db_prompt_tokens,db_completion_tokens,_cost_usd,_price_model,_usage_src,error,response_chars,quality_pass,first_touch_tier,session_id
L1-24#r1,1,L1-24,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-24-r1-7e1dbc,2026-09-25T17:01:44+00:00,0.0217,0.0217,3.2215,3.2215,21.5593,28,47,10.0871,dashscope_fast,fast,fast,2656,329,0.00012839804195804194,qwen3.7-flash,db,,599,True,fast,91b22253-9073-44f1-94b3-9ded4fbc5b44
L1-25#r1,1,L1-25,L1,free,none,college_student,zh,howto,fast,standard,wt406q06-l1-25-r1-2c1ee7,2026-09-25T17:02:06+00:00,0.0413,0.0413,1.6151,1.6151,12.287,55,73,1.0876,dashscope_fast,fast,fast,2653,692,0.00017775286713286713,qwen3.7-flash,db,,1205,True,fast,aca49ce2-16a5-41ca-8f4b-0682bdb8ea1b
L1-26#r1,1,L1-26,L1,free,none,self_learner,zh,howto,fast,standard,wt406q06-l1-26-r1-47dd33,2026-09-25T17:02:19+00:00,0.0144,0.0144,1.9417,1.9417,26.794,29,48,10.093,dashscope_fast,fast,fast,13471,343,0.0004706373426573426,qwen3.7-flash,db,,618,True,fast,aca49ce2-16a5-41ca-8f4b-0682bdb8ea1b
L1-27#r1,1,L1-27,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-27-r1-eef370,2026-09-25T17:02:47+00:00,0.0219,0.0219,1.4739,1.4739,24.1834,36,57,10.0956,dashscope_fast,fast,fast,2636,466,0.00014643132867132866,qwen3.7-flash,db,,826,True,fast,aca49ce2-16a5-41ca-8f4b-0682bdb8ea1b
L1-28#r1,1,L1-28,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-28-r1-7be544,2026-09-25T17:03:12+00:00,0.0373,0.0373,2.388,2.388,2.9419,4,20,1.6082,dashscope_fast,fast,fast,2590,24,8.477286713286712e-05,qwen3.7-flash,db,,47,True,fast,ff4f12e7-ffc2-4c7e-9cfb-2ad03cff6e60
L1-29#r1,1,L1-29,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-29-r1-87606f,2026-09-25T17:03:15+00:00,0.0384,0.0384,1.3964,1.3964,26.3661,36,54,10.0846,dashscope_fast,fast,fast,2666,402,0.00013865706293706293,qwen3.7-flash,db,,723,True,fast,ff4f12e7-ffc2-4c7e-9cfb-2ad03cff6e60
L1-30#r1,1,L1-30,L1,free,none,self_learner,en,concept_def,fast,standard,wt406q06-l1-30-r1-e2435b,2026-09-25T17:03:43+00:00,0.0371,0.0371,1.8011,1.8011,28.959,20,39,10.088,dashscope_fast,fast,fast,2667,253,0.0001183911888111888,qwen3.7-flash,db,,522,False,fast,ff4f12e7-ffc2-4c7e-9cfb-2ad03cff6e60
L1-31#r1,1,L1-31,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-31-r1-06ed9e,2026-09-25T17:04:12+00:00,0.0238,0.0238,1.097,1.097,13.4641,12,29,10.097,dashscope_fast,fast,fast,1308,124,5.80525874125874e-05,qwen3.7-flash,db,,213,True,fast,186d2015-929c-4a75-8784-12c1df37af92
L1-32#r1,1,L1-32,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-32-r1-83693a,2026-09-25T17:04:27+00:00,0.0247,0.0247,1.6583,1.6583,23.1758,50,67,10.0917,dashscope_fast,fast,fast,2669,608,0.00016681356643356642,qwen3.7-flash,db,,1045,True,fast,186d2015-929c-4a75-8784-12c1df37af92
L1-33#r1,1,L1-33,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-33-r1-2641e5,2026-09-25T17:04:51+00:00,0.0374,0.0374,2.0882,2.0882,17.0631,27,46,10.0771,dashscope_fast,fast,fast,2663,302,0.00012494027972027971,qwen3.7-flash,db,,538,True,fast,186d2015-929c-4a75-8784-12c1df37af92
L1-34#r1,1,L1-34,L1,free,none,researcher,en,concept_def,fast,standard,wt406q06-l1-34-r1-69c3cc,2026-09-25T17:05:09+00:00,0.0423,0.0423,1.5599,1.5599,2.481,6,24,0.8573,dashscope_fast,fast,fast,2668,35,8.87258741258741e-05,qwen3.7-flash,db,,63,False,fast,0cb1d83d-5f72-4209-b3f3-d26cfe324b92
L1-35#r1,1,L1-35,L1,free,none,self_learner,zh,howto,fast,standard,wt406q06-l1-35-r1-f0eb54,2026-09-25T17:05:12+00:00,0.0096,0.0096,1.7425,1.7425,19.4517,60,76,7.1795,dashscope_fast,fast,fast,13463,744,0.0005250113286713286,qwen3.7-flash,db,,1267,True,fast,0cb1d83d-5f72-4209-b3f3-d26cfe324b92
L1-36#r1,1,L1-36,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-36-r1-119d50,2026-09-25T17:05:32+00:00,0.0148,0.0148,2.2419,2.2419,22.4029,13,32,10.0647,dashscope_fast,fast,fast,2657,131,0.00010145720279720279,qwen3.7-flash,db,,222,True,fast,0cb1d83d-5f72-4209-b3f3-d26cfe324b92
L1-37#r1,1,L1-37,L1,free,none,professional,zh,howto,fast,standard,wt406q06-l1-37-r1-d7205d,2026-09-25T17:05:55+00:00,0.0389,0.0389,1.6047,1.6047,21.1451,23,40,10.0836,dashscope_fast,fast,fast,2673,243,0.00011721776223776222,qwen3.7-flash,db,,444,False,fast,d439601a-9c29-47ad-9ba3-284e67b03334
L1-38#r1,1,L1-38,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-38-r1-9415c4,2026-09-25T17:06:17+00:00,0.0212,0.0212,1.6555,1.6555,19.1267,28,47,10.0754,dashscope_fast,fast,fast,2652,334,0.0001289532867132867,qwen3.7-flash,db,,541,True,fast,d439601a-9c29-47ad-9ba3-284e67b03334
L1-39#r1,1,L1-39,L1,free,none,college_student,en,howto,fast,standard,wt406q06-l1-39-r1-6acffe,2026-09-25T17:06:37+00:00,0.0451,0.0451,1.7364,1.7364,30.8165,52,71,10.0929,dashscope_fast,fast,fast,2657,587,0.00016357524475524472,qwen3.7-flash,db,,1027,False,fast,d439601a-9c29-47ad-9ba3-284e67b03334
L1-40#r1,1,L1-40,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-40-r1-24704c,2026-09-25T17:07:09+00:00,0.0371,0.0371,2.1854,2.1854,29.5822,26,46,10.0931,dashscope_fast,fast,fast,2660,310,0.0001259356643356643,qwen3.7-flash,db,,567,True,fast,42ccbcf4-4351-473f-8568-5b2c14020f64
L1-41#r1,1,L1-41,L1,free,none,researcher,zh,concept_def,fast,standard,wt406q06-l1-41-r1-6d73d9,2026-09-25T17:07:39+00:00,0.0165,0.0165,1.7596,1.7596,25.503,41,60,10.0791,dashscope_fast,fast,fast,2651,466,0.00014690335664335665,qwen3.7-flash,db,,869,True,fast,42ccbcf4-4351-473f-8568-5b2c14020f64
L1-42#r1,1,L1-42,L1,free,none,exam_candidate,zh,howto,fast,standard,wt406q06-l1-42-r1-7c1eb9,2026-09-25T17:08:05+00:00,0.0259,0.0259,1.9926,1.9926,39.1526,65,83,10.1006,dashscope_fast,fast,fast,2670,758,0.0001872786013986014,qwen3.7-flash,db,,1282,True,fast,42ccbcf4-4351-473f-8568-5b2c14020f64
L1-43#r1,1,L1-43,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-43-r1-384d88,2026-09-25T17:08:45+00:00,0.0236,0.0236,1.9137,1.9137,15.7328,13,32,10.0889,dashscope_fast,fast,fast,2663,137,0.00010246335664335662,qwen3.7-flash,db,,209,True,fast,c70003d5-0d6e-46cf-a715-af16cf52907d
L1-44#r1,1,L1-44,L1,free,none,professional,en,concept_def,fast,standard,wt406q06-l1-44-r1-7659b6,2026-09-25T17:09:02+00:00,0.0263,0.0263,1.5061,1.5061,27.6771,52,69,10.0741,dashscope_fast,fast,fast,2659,549,0.0001584616783216783,qwen3.7-flash,db,,1037,False,fast,c70003d5-0d6e-46cf-a715-af16cf52907d
L1-45#r1,1,L1-45,L1,free,none,college_student,zh,howto,fast,standard,wt406q06-l1-45-r1-307ae5,2026-09-25T17:09:30+00:00,0.029,0.029,0.931,0.931,25.6312,52,71,10.0755,dashscope_fast,fast,fast,1307,672,0.00013267174825174822,qwen3.7-flash,db,,1096,False,fast,c70003d5-0d6e-46cf-a715-af16cf52907d
L1-46#r1,1,L1-46,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-46-r1-ec2aea,2026-09-25T17:09:57+00:00,0.0241,0.0241,2.0514,2.0514,15.8862,37,55,7.3011,dashscope_fast,fast,fast,2645,412,0.00013935846153846152,qwen3.7-flash,db,,723,True,fast,561528ed-1cf5-4b91-b1e3-3f7b54f59c6f
L1-47#r1,1,L1-47,L1,free,none,researcher,zh,concept_def,fast,standard,wt406q06-l1-47-r1-c17ca4,2026-09-25T17:10:14+00:00,0.0101,0.0101,1.4002,1.4002,25.9458,28,50,10.0831,dashscope_fast,fast,fast,2720,304,0.00012700643356643355,qwen3.7-flash,db,,591,True,fast,561528ed-1cf5-4b91-b1e3-3f7b54f59c6f
L1-48#r1,1,L1-48,L1,free,none,exam_candidate,en,howto,fast,standard,wt406q06-l1-48-r1-b95157,2026-09-25T17:10:40+00:00,0.0105,0.0105,1.0599,1.0599,12.6102,70,88,0.6737,dashscope_fast,fast,fast,1310,790,0.00014884055944055943,qwen3.7-flash,db,,3544,True,fast,561528ed-1cf5-4b91-b1e3-3f7b54f59c6f
L1-49#r1,1,L1-49,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-49-r1-9113c9,2026-09-25T17:10:54+00:00,0.033,0.033,0.8235,0.8235,21.2724,43,62,10.0863,dashscope_fast,fast,fast,1335,505,0.0001108034965034965,qwen3.7-flash,db,,833,False,fast,eaf574d0-a7ec-4e52-8f6a-c17a8e283a6f
L1-50#r1,1,L1-50,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-50-r1-c4c33e,2026-09-25T17:11:16+00:00,0.0096,0.0096,1.1303,1.1303,31.138,57,74,10.086,dashscope_fast,fast,fast,2652,660,0.00017336223776223773,qwen3.7-flash,db,,1147,True,fast,eaf574d0-a7ec-4e52-8f6a-c17a8e283a6f
L2-01#r1,1,L2-01,L2,free,none,exam_candidate,zh,comparison,deep,standard,wt406q06-l2-01-r1-a6a6d6,2026-09-25T17:11:48+00:00,0.0316,0.0316,1.7498,1.7498,41.5983,81,99,10.0896,dashscope_fast,fast,deep,2687,873,0.00020347930069930067,qwen3.7-flash,db,,1610,True,,0274e488-b291-426e-bb07-3670555aa15e
L2-02#r1,1,L2-02,L2,free,none,self_learner,zh,diagnose,deep,standard,wt406q06-l2-02-r1-12a403,2026-09-25T17:12:30+00:00,0.0108,0.0108,1.3004,1.3004,32.8629,85,103,10.0891,dashscope_fast,fast,deep,13312,1061,0.0005634425174825174,qwen3.7-flash,db,,1897,True,,0274e488-b291-426e-bb07-3670555aa15e
L2-03#r1,1,L2-03,L2,free,none,college_student,zh,theory_apply,deep,standard,wt406q06-l2-03-r1-c5b653,2026-09-25T17:13:04+00:00,0.035,0.035,1.8603,1.8603,22.0508,35,54,10.0857,dashscope_fast,fast,deep,2550,409,0.00013596027972027973,qwen3.7-flash,db,,741,True,,0274e488-b291-426e-bb07-3670555aa15e
L2-04#r1,1,L2-04,L2,free,none,college_student,zh,error_diagnosis,deep,standard,wt406q06-l2-04-r1-75069c,2026-09-25T17:13:27+00:00,0.0095,0.0095,1.7252,1.7252,13.9129,35,52,6.1939,dashscope_fast,fast,deep,2688,462,0.00014752279720279719,qwen3.7-flash,db,,720,False,,dce640e8-c13f-44d1-a3a5-8c8b40080988
L2-05#r1,1,L2-05,L2,free,none,professional,mixed,code_review,deep,standard,wt406q06-l2-05-r1-c038b7,2026-09-25T17:13:42+00:00,0.0199,0.0199,1.5998,1.5998,9.7791,46,64,0.9398,dashscope_fast,fast,deep,2608,563,0.00015876391608391608,qwen3.7-flash,db,,1222,True,,dce640e8-c13f-44d1-a3a5-8c8b40080988
L2-06#r1,1,L2-06,L2,free,none,researcher,zh,writing_feedback,deep,standard,wt406q06-l2-06-r1-9340da,2026-09-25T17:13:52+00:00,0.0289,0.0289,2.0215,2.0215,34.0873,42,63,10.0977,dashscope_fast,fast,deep,1340,471,0.00010632923076923077,qwen3.7-flash,db,,957,True,,dce640e8-c13f-44d1-a3a5-8c8b40080988
L2-07#r1,1,L2-07,L2,free,none,self_learner,zh,theory_apply,deep,standard,wt406q06-l2-07-r1-3c1d20,2026-09-25T17:14:27+00:00,0.0228,0.0228,1.4079,1.4079,35.5656,35,54,10.0884,dashscope_fast,fast,deep,2561,430,0.00013916713286713284,qwen3.7-flash,db,,777,True,,fd7a0426-1ae2-4951-9e40-b5ac26fc1caa
L2-08#r1,1,L2-08,L2,free,none,researcher,zh,math_derive,deep,standard,wt406q06-l2-08-r1-7fb490,2026-09-25T17:15:03+00:00,0.0283,0.0283,,,3.2029,0,7,3.1616,default,,balanced,0,0,0.0,fallback,db,,53,False,,
L2-09#r1,1,L2-09,L2,free,none,beginner,zh,comparison,deep,standard,wt406q06-l2-09-r1-a265c6,2026-09-25T17:15:07+00:00,0.0369,0.0369,,,6.4602,0,3,6.4077,default,,balanced,0,0,0.0,fallback,db,,68,True,,fd7a0426-1ae2-4951-9e40-b5ac26fc1caa
L2-10#r1,1,L2-10,L2,free,none,exam_candidate,zh,plan_eval,deep,standard,wt406q06-l2-10-r1-241b49,2026-09-25T17:15:15+00:00,0.0241,0.0241,,,4.1161,0,9,3.4593,default,,balanced,0,0,0.0,fallback,db,,85,False,,
L2-11#r1,1,L2-11,L2,free,none,self_learner,zh,attribution,deep,standard,wt406q06-l2-11-r1-6aaca0,2026-09-25T17:15:20+00:00,0.0377,0.0377,,,2.5976,0,7,2.5472,default,,balanced,0,0,0.0,fallback,db,,92,False,,
L2-12#r1,1,L2-12,L2,free,none,professional,zh,diagnose,deep,error_diagnosis,wt406q06-l2-12-r1-9c113e,2026-09-25T17:15:23+00:00,0.0115,0.0115,4.1098,4.1098,22.3373,22,50,10.0844,dashscope_fast,fast,deep,1644,220,8.170349650349649e-05,qwen3.7-flash,db,,461,False,,2a4198bb-e444-471b-8ca2-082cfc30e99c
L2-13#r1,1,L2-13,L2,free,none,college_student,zh,theory_apply,deep,standard,wt406q06-l2-13-r1-796582,2026-09-25T17:15:46+00:00,0.0279,0.0279,1.9903,1.9903,21.1641,29,48,10.0806,dashscope_fast,fast,deep,2549,315,0.00012312377622377622,qwen3.7-flash,db,,578,True,,2a4198bb-e444-471b-8ca2-082cfc30e99c
L2-14#r1,1,L2-14,L2,pro,user_profile.is_pro=true,professional,mixed,code_review,deep,standard,wt406q06-l2-14-r1-3c3f94,2026-09-25T17:16:08+00:00,0.0187,0.0187,1.1342,1.1342,27.8884,79,94,10.0868,dashscope_standard_thinking,standard,deep,2103,870,0.0005638321678321678,qwen3.8-flash,db,,1641,True,,2a4198bb-e444-471b-8ca2-082cfc30e99c
L2-15#r1,1,L2-15,L2,pro,user_profile.is_pro=true,researcher,zh,theory_apply,deep,standard,wt406q06-l2-15-r1-d77d60,2026-09-25T17:16:37+00:00,0.0096,0.0096,1.0208,1.0208,24.0981,48,66,10.0899,dashscope_chat,plus,deep,2226,752,0.0014640559440559438,qwen3.7-plus,db,,1387,True,,fcc89cb0-d673-488d-beff-3475887d9958
L2-16#r1,1,L2-16,L2,pro,user_profile.is_pro=true,researcher,zh,experiment_design,deep,standard,wt406q06-l2-16-r1-5e009b,2026-09-25T17:17:02+00:00,0.0386,0.0386,6.0445,6.0445,31.4149,63,82,10.083,dashscope_chat,plus,deep,2746,986,0.0018713286713286713,qwen3.7-plus,db,,1730,True,,fcc89cb0-d673-488d-beff-3475887d9958
L2-17#r1,1,L2-17,L2,pro,user_profile.is_pro=true,exam_candidate,zh,diagnose,deep,standard,wt406q06-l2-17-r1-f0c256,2026-09-25T17:17:34+00:00,0.0217,0.0217,4.1472,4.1472,22.3525,14,45,10.0866,dashscope_chat,plus,deep,2336,204,0.0008816783216783215,qwen3.7-plus,db,,383,False,,fcc89cb0-d673-488d-beff-3475887d9958
L2-18#r1,1,L2-18,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-18-r1-0f3837,2026-09-25T17:17:57+00:00,0.0322,0.0322,2.2039,2.2039,23.6867,35,54,10.078,dashscope_chat,plus,deep,2810,602,0.0014595804195804195,qwen3.7-plus,db,,1056,True,,8bb46f03-a20f-4f8b-977c-a770b956487b
L2-19#r1,1,L2-19,L2,pro,user_profile.is_pro=true,self_learner,zh,logic_check,deep,standard,wt406q06-l2-19-r1-ff3f7f,2026-09-25T17:18:22+00:00,0.0106,0.0106,1.3123,1.3123,12.9803,29,46,6.9939,dashscope_chat,plus,deep,2066,441,0.0010713286713286711,qwen3.7-plus,db,,850,True,,8bb46f03-a20f-4f8b-977c-a770b956487b
L2-20#r1,1,L2-20,L2,pro,user_profile.is_pro=true,exam_candidate,zh,system_design,deep,standard,wt406q06-l2-20-r1-04ddaa,2026-09-25T17:18:35+00:00,0.0307,0.0307,,,3.2948,0,7,3.2489,default,,balanced,0,0,0.0,fallback,db,,84,False,,
L2-21#r1,1,L2-21,L2,pro,user_profile.is_pro=true,researcher,zh,theory_apply,deep,standard,wt406q06-l2-21-r1-761826,2026-09-25T17:18:39+00:00,0.0111,0.0111,,,5.1045,0,9,4.865,default,,balanced,0,0,0.0,fallback,db,,162,True,,
L2-22#r1,1,L2-22,L2,pro,user_profile.is_pro=true,beginner,zh,goal_eval,deep,standard,wt406q06-l2-22-r1-e52f62,2026-09-25T17:18:45+00:00,0.0369,0.0369,1.7203,1.7203,8.2184,29,45,0.8626,dashscope_chat,plus,deep,2789,626,0.0014805594405594403,qwen3.7-plus,db,,1085,True,,c6003b58-60c6-43d6-8e1e-5636798e3c6b
L2-23#r1,1,L2-23,L2,pro,user_profile.is_pro=true,exam_candidate,zh,tradeoff,deep,standard,wt406q06-l2-23-r1-ae01ee,2026-09-25T17:18:54+00:00,0.0374,0.0374,35.997,35.997,48.9106,9,35,30.1345,dashscope_chat,plus,deep,2514,108,0.0008240559440559441,qwen3.7-plus,db,,251,False,,c6003b58-60c6-43d6-8e1e-5636798e3c6b
L2-24#r1,1,L2-24,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-24-r1-e94e84,2026-09-25T17:19:44+00:00,0.0479,0.0479,2.1278,2.1278,24.2889,54,73,10.0905,dashscope_chat,plus,deep,2805,839,0.0017233566433566432,qwen3.7-plus,db,,1420,False,,c6003b58-60c6-43d6-8e1e-5636798e3c6b
L2-25#r1,1,L2-25,L2,pro,user_profile.is_pro=true,college_student,zh,tradeoff,deep,standard,wt406q06-l2-25-r1-caaed0,2026-09-25T17:20:09+00:00,0.0257,0.0257,,,1.6512,0,7,1.6086,default,,balanced,0,0,0.0,fallback,db,,96,True,,
L2-26#r1,1,L2-26,L2,pro,user_profile.is_pro=true,self_learner,mixed,theory_apply,deep,standard,wt406q06-l2-26-r1-e02404,2026-09-25T17:20:12+00:00,0.0342,0.0342,5.4907,5.4907,25.4129,38,57,10.0829,dashscope_chat,plus,deep,2760,551,0.001388531468531468,qwen3.7-plus,db,,988,False,,cd9765b7-3bca-4e58-bef2-8b4249d067fe
L2-27#r1,1,L2-27,L2,free,none,college_student,zh,comparison,deep,standard,wt406q06-l2-27-r1-4b7c33,2026-09-25T17:20:38+00:00,0.0351,0.0351,2.3614,2.3614,30.2829,45,63,10.098,dashscope_fast,fast,deep,2540,549,0.00015471692307692306,qwen3.7-flash,db,,962,True,,cd9765b7-3bca-4e58-bef2-8b4249d067fe
L2-28#r1,1,L2-28,L2,free,none,self_learner,zh,diagnose,deep,standard,wt406q06-l2-28-r1-e9122b,2026-09-25T17:21:09+00:00,0.0105,0.0105,1.3854,1.3854,38.3705,91,110,10.0807,dashscope_fast,fast,deep,1330,1116,0.00019387888111888112,qwen3.7-flash,db,,1988,True,,cd9765b7-3bca-4e58-bef2-8b4249d067fe
L2-29#r1,1,L2-29,L2,free,none,researcher,zh,theory_apply,deep,standard,wt406q06-l2-29-r1-7cc1e3,2026-09-25T17:21:48+00:00,0.0137,0.0137,1.1334,1.1334,48.4613,84,105,10.1021,dashscope_fast,fast,deep,2543,985,0.00021420489510489506,qwen3.7-flash,db,,1726,True,,bf9ccde5-a754-44a6-ae6e-ed3bb360f3e5
L2-31#r1,1,L2-31,L2,free,none,exam_candidate,zh,error_diagnosis,deep,standard,wt406q06-l2-31-r1-77ee5a,2026-09-25T17:22:38+00:00,0.0316,0.0316,1.4158,1.4158,44.3535,60,80,10.095,dashscope_fast,fast,deep,1364,825,0.0001553076923076923,qwen3.7-flash,db,,1234,True,,bf9ccde5-a754-44a6-ae6e-ed3bb360f3e5
L2-32#r1,1,L2-32,L2,free,none,beginner,zh,attribution,deep,standard,wt406q06-l2-32-r1-2fc5ec,2026-09-25T17:23:23+00:00,0.0258,0.0258,,,4.5557,0,7,4.5171,default,,balanced,0,0,0.0,fallback,db,,128,False,,
L2-33#r1,1,L2-33,L2,pro,user_profile.is_pro=true,researcher,zh,math_derive,deep,standard,wt406q06-l2-33-r1-973139,2026-09-25T17:23:29+00:00,0.0104,0.0104,1.8142,1.8142,21.5003,56,73,10.0769,dashscope_chat,plus,deep,2696,949,0.0018159440559440557,qwen3.7-plus,db,,1646,True,,b3b0d5dd-b71a-4790-8523-2d09cff3b153
L2-34#r1,1,L2-34,L2,pro,user_profile.is_pro=true,college_student,zh,comparison,deep,standard,wt406q06-l2-34-r1-ca3c14,2026-09-25T17:23:51+00:00,0.0386,0.0386,1.6837,1.6837,26.1342,47,65,10.0849,dashscope_chat,plus,deep,2786,782,0.001654265734265734,qwen3.7-plus,db,,1324,True,,b3b0d5dd-b71a-4790-8523-2d09cff3b153
L2-35#r1,1,L2-35,L2,pro,user_profile.is_pro=true,professional,zh,plan_eval,deep,standard,wt406q06-l2-35-r1-9b529a,2026-09-25T17:24:18+00:00,0.039,0.039,,,4.2465,0,7,4.1905,default,,balanced,0,0,0.0,fallback,db,,105,False,,
L2-36#r1,1,L2-36,L2,pro,user_profile.is_pro=true,self_learner,en,logic_check,deep,standard,wt406q06-l2-36-r1-a8705b,2026-09-25T17:24:23+00:00,0.0109,0.0109,4.6215,4.6215,39.5862,51,70,10.0996,dashscope_chat,plus,deep,2712,831,0.0016883916083916084,qwen3.7-plus,db,,1464,False,,4f2a5748-253c-42a3-bf74-360e3d6b44bc
L2-37#r1,1,L2-37,L2,pro,user_profile.is_pro=true,exam_candidate,zh,diagnose,deep,standard,wt406q06-l2-37-r1-1e62bb,2026-09-25T17:25:03+00:00,0.0221,0.0221,1.6858,1.6858,44.4847,65,86,10.0934,dashscope_chat,plus,deep,2839,1014,0.0019286713286713283,qwen3.7-plus,db,,1764,True,,4f2a5748-253c-42a3-bf74-360e3d6b44bc
L2-38#r1,1,L2-38,L2,pro,user_profile.is_pro=true,researcher,zh,experiment_design,deep,standard,wt406q06-l2-38-r1-fcf38e,2026-09-25T17:25:49+00:00,0.0134,0.0134,1.7771,1.7771,19.6344,8,26,10.0922,dashscope_chat,plus,deep,13422,124,0.0038931468531468527,qwen3.7-plus,db,,167,True,,4f2a5748-253c-42a3-bf74-360e3d6b44bc
L2-39#r1,1,L2-39,L2,pro,user_profile.is_pro=true,beginner,zh,goal_eval,deep,standard,wt406q06-l2-39-r1-1d05cb,2026-09-25T17:26:09+00:00,0.011,0.011,1.1209,1.1209,4.2603,18,35,0.8287,dashscope_chat,plus,deep,2228,291,0.0009488111888111886,qwen3.7-plus,db,,498,True,,71b431bf-aa50-4e7f-a553-8277c6248494
L2-40#r1,1,L2-40,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-40-r1-435da7,2026-09-25T17:26:14+00:00,0.034,0.034,1.7836,1.7836,23.997,28,46,10.0791,dashscope_chat,plus,deep,2840,419,0.001263216783216783,qwen3.7-plus,db,,698,True,,71b431bf-aa50-4e7f-a553-8277c6248494
L2-41#r1,1,L2-41,L2,pro,user_profile.is_pro=true,professional,mixed,code_review,deep,standard,wt406q06-l2-41-r1-6837be,2026-09-25T17:26:39+00:00,0.0403,0.0403,1.0522,1.0522,42.9567,52,73,10.0945,dashscope_chat,plus,deep,2072,916,0.0016044755244755244,qwen3.7-plus,db,,1886,True,,71b431bf-aa50-4e7f-a553-8277c6248494
L2-42#r1,1,L2-42,L2,pro,user_profile.is_pro=true,self_learner,zh,tradeoff,deep,standard,wt406q06-l2-42-r1-c736d8,2026-09-25T17:27:23+00:00,0.0218,0.0218,0.9943,0.9943,22.3732,37,55,10.0859,dashscope_chat,plus,deep,2250,558,0.0012537062937062935,qwen3.7-plus,db,,1011,True,,a2827ad0-f133-4124-88c2-c2ddb036eb55
L2-43#r1,1,L2-43,L2,pro,user_profile.is_pro=true,exam_candidate,zh,system_design,deep,standard,wt406q06-l2-43-r1-cf913a,2026-09-25T17:27:46+00:00,0.052,0.052,5.8573,5.8573,23.9497,16,43,10.0888,dashscope_chat,plus,deep,2277,218,0.0008808391608391607,qwen3.7-plus,db,,454,False,,a2827ad0-f133-4124-88c2-c2ddb036eb55
L2-44#r1,1,L2-44,L2,pro,user_profile.is_pro=true,researcher,en,writing_feedback,deep,standard,wt406q06-l2-44-r1-03b632,2026-09-25T17:28:11+00:00,0.0358,0.0358,6.6058,6.6058,13.5024,42,63,5.9541,dashscope_chat,plus,deep,2680,647,0.0014735664335664336,qwen3.7-plus,db,,1441,False,,a2827ad0-f133-4124-88c2-c2ddb036eb55
L2-45#r1,1,L2-45,L2,pro,user_profile.is_pro=true,beginner,zh,comparison,deep,standard,wt406q06-l2-45-r1-2fa7b8,2026-09-25T17:28:25+00:00,0.0338,0.0338,2.3056,2.3056,23.4245,34,53,10.0866,dashscope_chat,plus,deep,13469,456,0.004277762237762237,qwen3.7-plus,db,,832,True,,4690b0ce-7e7c-4ac4-b641-50a4c05d60f2
L2-46#r1,1,L2-46,L2,pro,user_profile.is_pro=true,college_student,zh,attribution,deep,standard,wt406q06-l2-46-r1-3e7f2f,2026-09-25T17:28:49+00:00,0.0358,0.0358,3.6257,3.6257,26.188,35,53,10.0893,dashscope_chat,plus,deep,2231,474,0.0011544055944055942,qwen3.7-plus,db,,844,True,,4690b0ce-7e7c-4ac4-b641-50a4c05d60f2
L2-47#r1,1,L2-47,L2,pro,user_profile.is_pro=true,professional,zh,theory_apply,deep,standard,wt406q06-l2-47-r1-53a413,2026-09-25T17:29:16+00:00,0.0364,0.0364,1.436,1.436,25.5002,47,65,10.0848,dashscope_chat,plus,deep,2732,612,0.001448951048951049,qwen3.7-plus,db,,1033,True,,4690b0ce-7e7c-4ac4-b641-50a4c05d60f2
L2-48#r1,1,L2-48,L2,pro,user_profile.is_pro=true,self_learner,zh,diagnose,deep,standard,wt406q06-l2-48-r1-11a2e4,2026-09-25T17:29:43+00:00,0.0351,0.0351,2.6296,2.6296,32.2124,39,58,10.0335,dashscope_chat,plus,deep,2074,652,0.0013096503496503496,qwen3.7-plus,db,,1069,True,,6b35aac4-84f4-4b09-a9e0-da02cc80b79a
L2-49#r1,1,L2-49,L2,pro,user_profile.is_pro=true,exam_candidate,en,plan_eval,deep,standard,wt406q06-l2-49-r1-fb44df,2026-09-25T17:30:16+00:00,0.0364,0.0364,,,1.415,0,7,1.3645,default,,balanced,0,0,0.0,fallback,db,,75,False,,
